run,seed,gen,evals,best_train,best_size,mean_size,median_size,nodes
7,4007,2,596,0.058959,25,11.875,8,6723
7,4007,4,992,0.058959,25,17.615,17,12759
7,4007,6,1388,0.0554693,19,22.705,25,21690
7,4007,8,1784,0.055455,49,28.69,28.5,32440
7,4007,10,2180,0.0545434,13,36.045,37.5,45933
7,4007,12,2576,0.0542769,88,42.535,43,62640
7,4007,14,2972,0.0537305,48,52.63,49,82052
7,4007,16,3368,0.0537305,50,50.555,50,102437
7,4007,18,3764,0.0537305,50,50.66,48,121860
7,4007,20,4160,0.0537303,42,51.59,49,142020
7,4007,22,4556,0.0537303,44,54.82,50,163139
7,4007,24,4952,0.0537303,44,48.83,46,183193
7,4007,26,5348,0.0537303,47,51.86,47,203675
7,4007,28,5744,0.0537303,47,50.38,47,223482
7,4007,30,6140,0.0537303,35,59.155,56,246225
7,4007,32,6536,0.0537303,35,61.935,56,270922
7,4007,34,6932,0.0537302,46,60.09,56,294913
7,4007,36,7328,0.0537302,54,59.165,54.5,317705
7,4007,38,7724,0.0537302,65,60.84,56,341900
7,4007,40,8120,0.0537302,46,62.3,57,367357
7,4007,42,8516,0.0537302,136,72.515,64.5,395007
7,4007,44,8912,0.0535808,78,87.665,88,428421
7,4007,46,9308,0.0534483,80,108.18,122,470816
7,4007,48,9704,0.0534483,80,107.865,98,513554
7,4007,50,10100,0.0533736,125,131.08,130.5,562185
7,4007,52,10496,0.053259,125,130,126,614820
7,4007,54,10892,0.053259,125,119.435,124,663444
7,4007,56,11288,0.0530694,77,116.985,125,710367
7,4007,58,11684,0.0530694,77,113.82,123,756555
7,4007,60,12080,0.0530638,129,104.44,112.5,798908
7,4007,62,12476,0.053006,158,102.435,109,839054
7,4007,64,12872,0.0530024,154,119.635,129,883948
7,4007,66,13268,0.0525909,157,142.815,151,937385
7,4007,68,13664,0.0525571,155,139.605,151.5,993714
7,4007,70,14060,0.0524365,188,133.305,134.5,1047175
7,4007,72,14456,0.0523935,188,161.135,173,1108018
7,4007,74,14852,0.0523553,190,178.67,189,1176864
7,4007,76,15248,0.0523294,187,182.62,190,1249283
7,4007,78,15644,0.0523294,187,183.295,189.5,1322358
7,4007,80,16040,0.0523173,187,182.965,190,1394599
7,4007,82,16436,0.0522056,196,182.65,185.5,1467789
7,4007,84,16832,0.0521864,200,180.44,186.5,1538570
7,4007,86,17228,0.0521248,205,185.955,192,1611197
7,4007,88,17624,0.05207,187,190.52,196,1685932
7,4007,90,18020,0.0520618,198,198.58,200,1763645
7,4007,92,18416,0.0520512,198,200.65,198,1843312
7,4007,94,18812,0.0520264,193,194.97,196,1920464
7,4007,96,19208,0.0520264,193,194.16,195,1996683
7,4007,98,19604,0.0520246,195,188.28,193,2070730
7,4007,100,20000,0.0519701,190,187.845,193.5,2144559
8,4008,0,200,0.0628777,11,13.15,10,2630
8,4008,2,596,0.0544018,19,7.325,6,5710
8,4008,4,992,0.0544018,19,11.17,10,9591
8,4008,6,1388,0.0531417,14,19.745,19.5,16783
8,4008,8,1784,0.0531417,14,23.28,23,25728
8,4008,10,2180,0.0531417,14,27.205,25.5,36222
8,4008,12,2576,0.0531417,14,32.435,32.5,48338
8,4008,14,2972,0.0525209,46,41.545,43,63383
8,4008,16,3368,0.0521672,59,45.87,47,80535
8,4008,18,3764,0.0519352,84,50.475,50,100345
8,4008,20,4160,0.0519232,80,64.54,70.5,124324
8,4008,22,4556,0.0518987,80,73.44,80,152808
8,4008,24,4952,0.0518976,86,76.335,82,183036
8,4008,26,5348,0.0518861,92,78.695,82,214134
8,4008,28,5744,0.0518851,92,80.895,85.5,245633
8,4008,30,6140,0.0518851,92,80.79,90,277842
8,4008,32,6536,0.0518851,91,84.465,92,310999
8,4008,34,6932,0.0512442,100,85.53,91,344882
8,4008,36,7328,0.0511596,101,86.78,92.5,379010
8,4008,38,7724,0.0511586,99,89.06,99,414314
8,4008,40,8120,0.0511554,97,94.17,100,450914
8,4008,42,8516,0.0511554,97,89.635,99,487093
8,4008,44,8912,0.0511554,97,91.225,99,523173
8,4008,46,9308,0.0511554,97,92.76,97,559848
8,4008,48,9704,0.0511554,97,93.85,97,596819
8,4008,50,10100,0.0511554,98,94.165,97,633334
8,4008,52,10496,0.0505547,99,91.59,97,669482
8,4008,54,10892,0.0505352,98,91.72,97,705667
