run,seed,gen,evals,best_train,best_size,mean_size,median_size,nodes
5,4005,4,857,0.0560712,4,4.385,3,5905
5,4005,6,1142,0.0560712,4,3.91,4,6785
5,4005,8,1431,0.0560712,6,3.07,3,7619
5,4005,10,1723,0.0560712,6,3.87,4,8451
5,4005,12,2010,0.0560712,6,3.995,4,9386
5,4005,14,2296,0.0560712,6,4.4,4,10500
5,4005,16,2590,0.0560712,6,4.57,4,11673
5,4005,18,2888,0.0560712,6,4.385,4,12843
5,4005,20,3194,0.0560712,6,4.595,4,14049
5,4005,22,3474,0.0560712,6,4.945,4,15236
5,4005,24,3777,0.0560712,6,4.705,4,16536
5,4005,26,4070,0.0560712,6,4.49,4,17700
5,4005,28,4345,0.0560712,6,5.215,5,18913
5,4005,30,4639,0.0559055,4,5.23,5,20240
5,4005,32,4932,0.0554983,8,4.935,4,21481
5,4005,34,5233,0.0554983,8,5.04,4,22729
5,4005,36,5557,0.0554983,8,5.24,4,24114
5,4005,38,5860,0.0546834,8,5.435,4,25442
5,4005,40,6177,0.0546834,8,5.565,4,26886
5,4005,42,6468,0.0539135,17,6.465,5,28273
5,4005,44,6769,0.0539135,17,6.94,5,29778
5,4005,46,7099,0.0539135,17,7.505,5,31572
5,4005,48,7370,0.0539135,17,10.245,8.5,33540
5,4005,50,7656,0.0537518,22,12.25,12,36264
5,4005,52,7918,0.0537518,26,15.73,15,39406
5,4005,54,8179,0.0537518,26,18.185,15.5,42800
5,4005,56,8459,0.0534573,19,19.935,17,46920
5,4005,58,8773,0.0534573,19,18.035,16,51828
5,4005,60,9071,0.0534573,21,17.57,17,56401
5,4005,62,9354,0.0534459,13,16.6,17,60503
5,4005,64,9643,0.0534459,19,14.725,14,63980
5,4005,66,9946,0.0534459,19,14.555,13,67732
5,4005,68,10248,0.0534448,19,13.495,13,71195
5,4005,70,10528,0.0534448,19,13.905,13,74507
5,4005,72,10826,0.0534448,19,13.08,13,77948
5,4005,74,11119,0.0534448,19,13.095,13,81278
5,4005,76,11387,0.0534448,19,12.88,13,83974
5,4005,78,11692,0.0534448,19,10.835,9.5,86739
5,4005,80,11990,0.0534448,19,11.62,10,89442
5,4005,82,12304,0.0534448,19,11.74,10,92397
5,4005,84,12622,0.0534448,19,10.455,9,95314
5,4005,86,12919,0.0534448,19,10.69,10,97990
5,4005,88,13209,0.0534448,19,12.205,10,100869
5,4005,90,13507,0.0534448,19,12.625,11,104005
5,4005,92,13778,0.0534448,19,13.285,12,106749
5,4005,94,14087,0.0534448,19,10.86,10,109620
5,4005,96,14380,0.0534448,19,11.545,10,112404
5,4005,98,14675,0.0534448,19,11.37,10,115097
5,4005,100,14976,0.0534448,23,10.81,10,117767
5,4005,102,15292,0.0534448,23,10.63,9,120718
5,4005,104,15586,0.0534448,23,10.965,10,123315
5,4005,106,15891,0.0534448,23,10.09,9,125776
5,4005,108,16189,0.0534448,23,11.325,9,128486
5,4005,110,16473,0.0534448,23,13.99,12,131413
5,4005,112,16765,0.0534448,23,13.925,13,134739
5,4005,114,17052,0.0534448,23,14.265,13,138054
5,4005,116,17371,0.0534448,23,13.175,12,141700
5,4005,118,17656,0.0534448,23,14.385,14,145027
5,4005,120,17962,0.0534448,23,14.27,13,148840
5,4005,122,18260,0.0533815,12,14.095,13,152413
5,4005,124,18552,0.0531465,24,13.89,13,155734
5,4005,126,18843,0.0531465,24,13.045,12,158809
5,4005,128,19137,0.0529985,25,13.695,12,162114
5,4005,130,19430,0.0529462,52,16.04,13,165811
5,4005,132,19722,0.0529166,70,22.83,20,170721
5,4005,134,20000,0.0526852,42,28.635,23.5,176469
6,4006,0,200,0.0543309,7,12.83,9,2566
6,4006,2,546,0.0538876,7,7.56,7,5059
6,4006,4,881,0.0538876,7,5.215,3,6574
6,4006,6,1209,0.0538876,7,3.545,3,7615
6,4006,8,1546,0.0538876,7,3.425,3,8556
6,4006,10,1867,0.0538876,7,4.29,3,9518
6,4006,12,2173,0.0538876,7,4.345,3,10476
6,4006,14,2492,0.0538876,7,4.46,3,11526
6,4006,16,2761,0.0536597,11,6.48,5,12796
6,4006,18,3033,0.0536597,11,8.945,9,14529
6,4006,20,3305,0.0536367,15,9.24,9,16580
6,4006,22,3577,0.0534458,7,10.285,9,18785
6,4006,24,3876,0.0534458,7,8.7,8,20978
6,4006,26,4167,0.0534458,7,8.555,7,23089
6,4006,28,4468,0.0534458,7,7.735,7,25098
6,4006,30,4775,0.0534458,7,7.22,7,26953
6,4006,32,5075,0.0534458,7,7.44,7,28819
6,4006,34,5365,0.0534458,7,7.495,7,30654
6,4006,36,5670,0.0534458,7,7.55,7,32628
6,4006,38,5976,0.0534458,7,7.17,7,34571
6,4006,40,6286,0.0534458,7,6.875,7,36452
6,4006,42,6560,0.0534458,7,7.095,7,38117
6,4006,44,6865,0.0534458,7,6.935,7,39997
6,4006,46,7146,0.0534458,7,6.81,7,41623
6,4006,48,7452,0.0534458,7,5.005,4.5,42956
6,4006,50,7763,0.0534458,7,5,3,44016
6,4006,52,8093,0.0534458,7,3.54,3,44977
6,4006,54,8399,0.0534458,7,4.62,3,46041
6,4006,56,8689,0.0534458,7,5.565,4,47296
6,4006,58,8997,0.0534458,7,5.19,4,48585
6,4006,60,9319,0.0534458,7,5.105,4,49904
6,4006,62,9621,0.0534458,7,4.83,5,51095
6,4006,64,9903,0.0534458,7,5.075,4,52253
