run,seed,water,deficit,wet
5,3005,81.9059,124.625,9.91717
5,3005,113.77,42.7433,13.3846
5,3005,113.864,56.3454,10.7123
5,3005,124.695,29.7283,14.3287
5,3005,39.2833,334.435,2.49597
5,3005,135.129,6.29738,21.0514
5,3005,10.8482,487.076,1.43954
5,3005,62.2665,202.187,5.20315
6,3006,156.902,0,27.2729
6,3006,156.181,0.0637413,35.2352
6,3006,18.4269,459.76,1.40717
6,3006,39.0303,418.264,1.22756
6,3006,166.914,0,22.4459
6,3006,82.8449,128.303,6.17662
6,3006,98.5294,77.5612,10.0247
6,3006,95.2745,139.408,4.85301
6,3006,80.8011,151.364,4.23715
6,3006,74.6104,159.188,5.19995
6,3006,67.6459,211.605,3.47969
6,3006,64.8748,229.988,3.10208
6,3006,119.41,50.3781,11.7481
6,3006,164.371,2.71123,20.2527
6,3006,127.775,13.9883,19.176
6,3006,116.476,36.7378,15.695
6,3006,94.5622,102.85,7.32866
6,3006,103.758,67.4204,12.702
6,3006,98.0063,93.3969,8.12943
6,3006,72.1836,190.43,3.64375
6,3006,60.1498,273.779,2.57137
6,3006,90.1109,97.4263,9.53449
6,3006,147.005,1.48636,29.4239
6,3006,163.186,3.05525,20.0242
6,3006,62.8328,255.147,2.95709
6,3006,90.3897,114.626,6.88969
6,3006,114.989,39.9673,15.0156
6,3006,91.9138,166.984,3.75069
6,3006,123.412,22.5663,19.2572
6,3006,37.6313,357.453,1.93894
6,3006,101.276,68.1661,13.3582
6,3006,135.838,6.61012,22.1921
6,3006,69.9274,235.812,2.94842
6,3006,46.2181,350.061,1.84733
6,3006,83.2761,122.478,6.61619
6,3006,153.781,0.279727,33.6286
6,3006,53.0594,298.331,2.51264
6,3006,117.054,58.0047,10.7763
6,3006,79.8944,147.456,4.9972
6,3006,23.0137,436.716,1.57459
6,3006,25.3527,429.897,1.47383
6,3006,29.2419,393.671,2.0958
6,3006,148.697,1.21885,30.2994
6,3006,93.0692,161.817,3.96227
6,3006,160.591,0.0496314,22.6741
6,3006,86.4894,182.817,3.23111
6,3006,49.5604,320.187,2.2307
6,3006,115.823,61.3842,10.3773
6,3006,66.0221,246.63,2.81103
6,3006,43.9089,338.814,2.25047
6,3006,21.8636,442.979,1.46699
6,3006,35.3147,401.285,1.60706
